sector;pregunta;respuesta
Don Feña;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
La Libreta;Arco de desinfección cumple a cabalidad con su función;Si
La Libreta;Cámara de fumigación cumple a cabalidad su función;Si
La Libreta;Disponibilidad de canastillo para desinfección de herramientas;Si
La Libreta;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
La Libreta;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
La Libreta;Ducha en buen estado y operativa con agua caliente;Si
La Libreta;Ausencia de insumos y/o materiales a la interperie;Si
La Libreta;Ausencia de animales silvestres dentro de las instalaciones ;Si
La Libreta;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
La Libreta;Puerta de caseta danesa cerrada;Si
La Libreta;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
La Libreta;Pediluvio disponible y operativo;Si
La Libreta;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
La Libreta;Verificación de uso adecuado de banca danesa;Bueno
La Libreta;Portón incubadora cerrado;nan
La Libreta;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
La Libreta;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
La Libreta;Pediluvio disponible y operativo;nan
La Libreta;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
La Libreta;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
La Libreta;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Don Jorge;Arco de desinfección cumple a cabalidad con su función;Si
Don Jorge;Cámara de fumigación cumple a cabalidad su función;Si
Don Jorge;Disponibilidad de canastillo para desinfección de herramientas;Si
Don Jorge;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Don Jorge;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Don Jorge;Ducha en buen estado y operativa con agua caliente;Si
Don Jorge;Ausencia de insumos y/o materiales a la interperie;Si
Don Jorge;Ausencia de animales silvestres dentro de las instalaciones ;NO
Don Jorge;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Don Jorge;Puerta de caseta danesa cerrada;Si
Don Jorge;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Don Jorge;Pediluvio disponible y operativo;Si
Don Jorge;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Don Jorge;Verificación de uso adecuado de banca danesa;Bueno
Don Jorge;Portón incubadora cerrado;nan
Don Jorge;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Don Jorge;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Don Jorge;Pediluvio disponible y operativo;nan
Don Jorge;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Don Jorge;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Don Jorge;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
SAN IGNACIO;Arco de desinfección cumple a cabalidad con su función;Si
SAN IGNACIO;Cámara de fumigación cumple a cabalidad su función;Regular
SAN IGNACIO;Disponibilidad de canastillo para desinfección de herramientas;Si
SAN IGNACIO;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SAN IGNACIO;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SAN IGNACIO;Ducha en buen estado y operativa con agua caliente;Si
SAN IGNACIO;Ausencia de insumos y/o materiales a la interperie;NO
SAN IGNACIO;Ausencia de animales silvestres dentro de las instalaciones ;NO
SAN IGNACIO;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
SAN IGNACIO;Puerta de caseta danesa cerrada;nan
SAN IGNACIO;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
SAN IGNACIO;Pediluvio disponible y operativo;Si
SAN IGNACIO;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
SAN IGNACIO;Verificación de uso adecuado de banca danesa;Si
SAN IGNACIO;Portón incubadora cerrado;nan
SAN IGNACIO;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
SAN IGNACIO;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
SAN IGNACIO;Pediluvio disponible y operativo;nan
SAN IGNACIO;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
SAN IGNACIO;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
SAN IGNACIO;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
DON GASTÓN;Arco de desinfección cumple a cabalidad con su función;Si
DON GASTÓN;Cámara de fumigación cumple a cabalidad su función;Si
DON GASTÓN;Disponibilidad de canastillo para desinfección de herramientas;Si
DON GASTÓN;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
DON GASTÓN;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
DON GASTÓN;Ducha en buen estado y operativa con agua caliente;Si
DON GASTÓN;Ausencia de insumos y/o materiales a la interperie;Si
DON GASTÓN;Ausencia de animales silvestres dentro de las instalaciones ;NO
DON GASTÓN;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
DON GASTÓN;Puerta de caseta danesa cerrada;Si
DON GASTÓN;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
DON GASTÓN;Pediluvio disponible y operativo;Si
DON GASTÓN;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
DON GASTÓN;Verificación de uso adecuado de banca danesa;Bueno
DON GASTÓN;Portón incubadora cerrado;nan
DON GASTÓN;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
DON GASTÓN;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
DON GASTÓN;Pediluvio disponible y operativo;nan
DON GASTÓN;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
DON GASTÓN;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;NO
DON GASTÓN;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
DON WILSON;Arco de desinfección cumple a cabalidad con su función;Si
DON WILSON;Cámara de fumigación cumple a cabalidad su función;Si
DON WILSON;Disponibilidad de canastillo para desinfección de herramientas;Si
DON WILSON;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
DON WILSON;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
DON WILSON;Ducha en buen estado y operativa con agua caliente;Si
DON WILSON;Ausencia de insumos y/o materiales a la interperie;Si
DON WILSON;Ausencia de animales silvestres dentro de las instalaciones ;NO
DON WILSON;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
DON WILSON;Puerta de caseta danesa cerrada;Si
DON WILSON;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
DON WILSON;Pediluvio disponible y operativo;Si
DON WILSON;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
DON WILSON;Verificación de uso adecuado de banca danesa;Bueno
DON WILSON;Portón incubadora cerrado;nan
DON WILSON;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
DON WILSON;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
DON WILSON;Pediluvio disponible y operativo;nan
DON WILSON;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
DON WILSON;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;NO
DON WILSON;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
LEONERA;Arco de desinfección cumple a cabalidad con su función;Regular
LEONERA;Cámara de fumigación cumple a cabalidad su función;Si
LEONERA;Disponibilidad de canastillo para desinfección de herramientas;Si
LEONERA;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LEONERA;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
LEONERA;Ducha en buen estado y operativa con agua caliente;Si
LEONERA;Ausencia de insumos y/o materiales a la interperie;Si
LEONERA;Ausencia de animales silvestres dentro de las instalaciones ;Si
LEONERA;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
LEONERA;Puerta de caseta danesa cerrada;Si
LEONERA;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
LEONERA;Pediluvio disponible y operativo;Si
LEONERA;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LEONERA;Verificación de uso adecuado de banca danesa;Bueno
LEONERA;Portón incubadora cerrado;nan
LEONERA;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LEONERA;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LEONERA;Pediluvio disponible y operativo;nan
LEONERA;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LEONERA;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LEONERA;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LOMAS SUR;Arco de desinfección cumple a cabalidad con su función;Si
LOMAS SUR;Cámara de fumigación cumple a cabalidad su función;Regular
LOMAS SUR;Disponibilidad de canastillo para desinfección de herramientas;Si
LOMAS SUR;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LOMAS SUR;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LOMAS SUR;Ducha en buen estado y operativa con agua caliente;Si
LOMAS SUR;Ausencia de insumos y/o materiales a la interperie;Si
LOMAS SUR;Ausencia de animales silvestres dentro de las instalaciones ;NO
LOMAS SUR;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
LOMAS SUR;Puerta de caseta danesa cerrada;Si
LOMAS SUR;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
LOMAS SUR;Pediluvio disponible y operativo;Si
LOMAS SUR;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LOMAS SUR;Verificación de uso adecuado de banca danesa;Regular
LOMAS SUR;Portón incubadora cerrado;nan
LOMAS SUR;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LOMAS SUR;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LOMAS SUR;Pediluvio disponible y operativo;nan
LOMAS SUR;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
LOMAS SUR;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LOMAS SUR;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LAS CUCAS;Arco de desinfección cumple a cabalidad con su función;nan
LAS CUCAS;Cámara de fumigación cumple a cabalidad su función;nan
LAS CUCAS;Disponibilidad de canastillo para desinfección de herramientas;Si
LAS CUCAS;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LAS CUCAS;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
LAS CUCAS;Ducha en buen estado y operativa con agua caliente;Si
LAS CUCAS;Ausencia de insumos y/o materiales a la interperie;Si
LAS CUCAS;Ausencia de animales silvestres dentro de las instalaciones ;NO
LAS CUCAS;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
LAS CUCAS;Puerta de caseta danesa cerrada;Si
LAS CUCAS;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
LAS CUCAS;Pediluvio disponible y operativo;Si
LAS CUCAS;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LAS CUCAS;Verificación de uso adecuado de banca danesa;Regular
LAS CUCAS;Portón incubadora cerrado;nan
LAS CUCAS;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LAS CUCAS;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LAS CUCAS;Pediluvio disponible y operativo;nan
LAS CUCAS;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Regular
LAS CUCAS;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LAS CUCAS;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
SANTA TERESA;Arco de desinfección cumple a cabalidad con su función;Si
SANTA TERESA;Cámara de fumigación cumple a cabalidad su función;Si
SANTA TERESA;Disponibilidad de canastillo para desinfección de herramientas;Si
SANTA TERESA;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SANTA TERESA;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SANTA TERESA;Ducha en buen estado y operativa con agua caliente;Si
SANTA TERESA;Ausencia de insumos y/o materiales a la interperie;Si
SANTA TERESA;Ausencia de animales silvestres dentro de las instalaciones ;Si
SANTA TERESA;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
SANTA TERESA;Puerta de caseta danesa cerrada;Si
SANTA TERESA;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
SANTA TERESA;Pediluvio disponible y operativo;Si
SANTA TERESA;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
SANTA TERESA;Verificación de uso adecuado de banca danesa;Bueno
SANTA TERESA;Portón incubadora cerrado;nan
SANTA TERESA;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
SANTA TERESA;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
SANTA TERESA;Pediluvio disponible y operativo;nan
SANTA TERESA;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
SANTA TERESA;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
SANTA TERESA;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
